success,failure,stuck,success_percent,failure_percent,stuck_percent
165,182,2,0.4728,0.5215,0.0057
165,183,1,0.4728,0.5244,0.0029
165,183,2,0.4714,0.5229,0.0057
166,183,1,0.4743,0.5229,0.0029
166,183,2,0.4729,0.5214,0.0057
166,183,3,0.4716,0.5199,0.0085
166,183,4,0.4703,0.5184,0.0113
166,183,5,0.4689,0.5169,0.0141
166,183,6,0.4676,0.5155,0.0169
166,183,7,0.4663,0.514,0.0197
166,183,8,0.465,0.5126,0.0224
166,183,9,0.4637,0.5112,0.0251
166,183,10,0.4624,0.5097,0.0279
166,183,11,0.4611,0.5083,0.0306
166,183,12,0.4598,0.5069,0.0332
166,183,13,0.4586,0.5055,0.0359
166,183,14,0.4573,0.5041,0.0386
167,183,13,0.4601,0.5041,0.0358
167,183,14,0.4588,0.5027,0.0385
168,183,13,0.4615,0.5027,0.0357
168,184,12,0.4615,0.5055,0.033
169,184,11,0.4643,0.5055,0.0302
170,184,10,0.467,0.5055,0.0275
170,185,9,0.467,0.5082,0.0247
170,186,8,0.467,0.511,0.022
170,187,7,0.467,0.5137,0.0192
170,188,6,0.467,0.5165,0.0165
170,189,5,0.467,0.5192,0.0137
170,190,4,0.467,0.522,0.011
171,190,3,0.4698,0.522,0.0082
171,191,2,0.4698,0.5247,0.0055
171,192,1,0.4698,0.5275,0.0027
172,192,0,0.4725,0.5275,0.0
172,192,1,0.4712,0.526,0.0027
172,192,2,0.4699,0.5246,0.0055
173,192,2,0.4714,0.5232,0.0054
174,192,1,0.4741,0.5232,0.0027
174,193,0,0.4741,0.5259,0.0
174,193,1,0.4728,0.5245,0.0027
174,193,2,0.4715,0.523,0.0054
174,193,3,0.4703,0.5216,0.0081
174,194,3,0.469,0.5229,0.0081
174,195,3,0.4677,0.5242,0.0081
174,196,2,0.4677,0.5269,0.0054
175,196,1,0.4704,0.5269,0.0027
175,197,0,0.4704,0.5296,0.0
176,197,0,0.4718,0.5282,0.0
177,197,0,0.4733,0.5267,0.0
178,197,0,0.4747,0.5253,0.0
178,197,1,0.4734,0.5239,0.0027
178,197,2,0.4721,0.5225,0.0053
178,198,2,0.4709,0.5238,0.0053
178,199,2,0.4697,0.5251,0.0053
179,199,1,0.4723,0.5251,0.0026
179,200,0,0.4723,0.5277,0.0
179,200,1,0.4711,0.5263,0.0026
179,200,2,0.4698,0.5249,0.0052
179,200,3,0.4686,0.5236,0.0079
179,200,4,0.4674,0.5222,0.0104
179,200,5,0.4661,0.5208,0.013
179,200,6,0.4649,0.5195,0.0156
179,201,5,0.4649,0.5221,0.013
179,201,6,0.4637,0.5207,0.0155
179,201,7,0.4625,0.5194,0.0181
180,201,6,0.4651,0.5194,0.0155
180,202,5,0.4651,0.522,0.0129
180,203,4,0.4651,0.5245,0.0103
180,204,3,0.4651,0.5271,0.0078
180,205,2,0.4651,0.5297,0.0052
181,205,1,0.4677,0.5297,0.0026
181,206,0,0.4677,0.5323,0.0
182,206,0,0.4691,0.5309,0.0
182,206,1,0.4679,0.5296,0.0026
183,206,0,0.4704,0.5296,0.0
184,206,0,0.4718,0.5282,0.0
184,206,1,0.4706,0.5269,0.0026
185,206,0,0.4731,0.5269,0.0
185,206,1,0.4719,0.5255,0.0026
185,206,2,0.4707,0.5242,0.0051
186,206,1,0.4733,0.5242,0.0025
186,206,2,0.4721,0.5228,0.0051
186,206,3,0.4709,0.5215,0.0076
186,206,4,0.4697,0.5202,0.0101
187,206,3,0.4722,0.5202,0.0076
187,206,4,0.471,0.5189,0.0101
187,206,5,0.4698,0.5176,0.0126
187,206,6,0.4687,0.5163,0.015
187,206,7,0.4675,0.515,0.0175
187,206,8,0.4663,0.5137,0.02
188,206,8,0.4677,0.5124,0.0199
188,206,9,0.4665,0.5112,0.0223
188,206,10,0.4653,0.5099,0.0248
188,206,11,0.4642,0.5086,0.0272
189,206,11,0.4655,0.5074,0.0271
189,207,10,0.4655,0.5099,0.0246
189,208,9,0.4655,0.5123,0.0222
189,209,9,0.4644,0.5135,0.0221
189,210,8,0.4644,0.516,0.0197
